JCVI_PEP_1122906749950.1	HOT06-4000M	homoserine O-acetyltransferase||Homoserine O-acetyltransferase	RF|YP_694296.1|110835437|NC_008260||PRIAM			2.3.1.31	PRIAM		393595	1.69201E-72	0.6456	0.98
JCVI_PEP_1122906749958.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906749966.1	HOT06-4000M	hypothetical protein	RF|YP_694165.1|110835306|NC_008260||PRIAM			5.4.3.2	PRIAM		393595	2.01409E-32	0.6121	0.92
JCVI_PEP_1122906749968.1	HOT06-4000M	hypothetical protein	RF|YP_001351006.1|152987633|NC_009656						381754	7.70242E-16	0.4381	0.945
JCVI_PEP_1122906749972.1	HOT06-4000M	hypothetical protein	RF|YP_244267.1|66769505|NC_007086						340	7.20651E-18	0.3889	0.743
JCVI_PEP_1122906749982.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906749996.1	HOT06-4000M	Sigma-70 factor	PF00140	GO:0003677||GO:0006355||GO:0016987||GO:0003700||GO:0006352	PF00140||PF00140||PF00140||PF00140||PF00140			PF00140	61434	2.18742E-37	0.3728	0.859
JCVI_PEP_1122906750004.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750006.1	HOT06-4000M	phospholipase/Carboxylesterase	RF|YP_286458.1|71908871|NC_007298					PF02230	357808	8.82624E-17	0.3427	0.756
JCVI_PEP_1122906750010.1	HOT06-4000M	hypothetical protein	RF|YP_261866.1|70732110|NC_004129						220664	2.31988E-20	0.7627	0.983
JCVI_PEP_1122906750012.1	HOT06-4000M	chemotaxis sensory transducer, Cache sensor	RF|YP_350159.1|77460652|NC_007492						205922	3.67949E-26	0.6733	0.808
JCVI_PEP_1122906750014.1	HOT06-4000M	chemotaxis sensory transducer, Cache sensor	RF|YP_350159.1|77460652|NC_007492						205922	1.39075E-49	0.9279	1
JCVI_PEP_1122906750026.1	HOT06-4000M	glycine cleavage system protein P2 GcvP||Glycine dehydrogenase (decarboxylating)	SP|Q4FMV1|GCSP_PELUB||PRIAM			1.4.4.2	PRIAM		335992	1.17436E-135	0.754	0.927
JCVI_PEP_1122906750040.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750042.1	HOT06-4000M	hypothetical protein	RF|YP_266676.1|71083956|NC_007205						335992	1.7149E-23	0.5729	1
JCVI_PEP_1122906750060.1	HOT06-4000M	inner-membrane translocator	RF|YP_522278.1|89899807|NC_007908						338969	8.47577E-23	0.5657	0.75
JCVI_PEP_1122906750076.1	HOT06-4000M	Fibronectin type III domain	PF00041					PF00041	138119	2.34379E-8	0.4333	0.278
JCVI_PEP_1122906750082.1	HOT06-4000M	lipoprotein	LipoproteinMotif
JCVI_PEP_1122906750084.1	HOT06-4000M	hypothetical protein	RF|YP_001611003.1|162448636|NC_010162	GO:0009055||GO:0055114	PF00355||PF00355			PF00355	448385	1.81135E-16	0.36	0.823
JCVI_PEP_1122906750092.1	HOT06-4000M	hypothetical protein	RF|YP_587681.1|94314472|NC_007974						266264	1.44742E-22	0.3692	0.95
JCVI_PEP_1122906750100.1	HOT06-4000M	probable lipid transfer protein or keto acyl-CoA thiolase Ltp2	RF|YP_001701370.1|169627721|NC_010397						36809	8.52288E-15	0.5672	0.644
JCVI_PEP_1122906750120.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750128.1	HOT06-4000M	hypothetical protein	RF|YP_001582376.1|161528550|NC_010085						436308	1.36098E-20	0.5641	1
JCVI_PEP_1122906750130.1	HOT06-4000M	short-chain dehydrogenase/reductase SDR||3-oxoacyl-[acyl-carrier protein] reductase	RF|YP_001582377.1|161528551|NC_010085||PRIAM			1.1.1.100	PRIAM		436308	1.18542E-24	0.6238	0.901
JCVI_PEP_1122906750132.1	HOT06-4000M	hypothetical protein	RF|YP_001582375.1|161528549|NC_010085						436308	1.22983E-21	0.6145	0.911
JCVI_PEP_1122906750136.1	HOT06-4000M	enoyl-CoA hydratase/isomerase family protein||Enoyl-CoA hydratase	RF|YP_881929.1|118464851|NC_008595||PRIAM			4.2.1.17	PRIAM	PF00378	243243	1.16781E-25	0.364	0.948
JCVI_PEP_1122906750162.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750166.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750190.1	HOT06-4000M	hypothetical protein	CAMERA
JCVI_PEP_1122906750192.1	HOT06-4000M	aminotransferase, class V||Selenocysteine lyase	PF00266||PRIAM	GO:0008152||GO:0008483	PF00266||PF00266	4.4.1.16	PRIAM	PF00266	404589	1.35289E-48	0.5632	0.798
JCVI_PEP_1122906750200.1	HOT06-4000M	Phosphotransferase enzyme family	PF01636	GO:0016772	PF01636			PF01636	95486	2.46013E-13	0.305	0.753
