
JCVI_PEP_1122872008582.1	HOT02-0070M	tRNA synthetases class I (I, L, M and V)||Isoleucine--tRNA ligase	PF00133||PRIAM			6.1.1.5	PRIAM	PF00133	246194	7.26045E-63	0.49	0.786
JCVI_PEP_1122872008586.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008598.1	HOT02-0070M	protein RecA	TIGR02012	GO:0003677||GO:0006281||GO:0008094||GO:0009432||GO:0006310||GO:0005737	TIGR02012||TIGR02012||TIGR02012||TIGR02012||TIGR02012||TIGR02012			PF00154||TIGR02012	452637	2.15034E-92	0.6744	0.763
JCVI_PEP_1122872008622.1	HOT02-0070M	hypothetical protein	RF|YP_257428.1|70733788|NC_004129						220664	5.73521E-64	0.578	0.854
JCVI_PEP_1122872008638.1	HOT02-0070M	hypothetical protein	RF|YP_001517854.1|158336680|NC_009925					TIGR01409	329726	3.3442E-40	0.4545	0.95
JCVI_PEP_1122872008644.1	HOT02-0070M	transcriptional regulator, IclR family	RF|YP_868915.1|117919723|NC_008577					PF01614	94122	9.77171E-32	0.5074	0.877
JCVI_PEP_1122872008650.1	HOT02-0070M	hypothetical protein	RF|YP_133328.1|54303335|NC_006371						298386	1.12109E-6	0.5536	0.903
JCVI_PEP_1122872008662.1	HOT02-0070M	hypothetical protein	CAMERA						63737	7.9936E-6	0.3101	0.428
JCVI_PEP_1122872008670.1	HOT02-0070M	hypothetical protein	RF|YP_001010110.1|123969252|NC_008816						146891	5.71261E-27	0.8286	1
JCVI_PEP_1122872008672.1	HOT02-0070M	hypothetical protein	RF|YP_001010111.1|123969253|NC_008816						146891	2.86678E-81	0.8827	0.987
JCVI_PEP_1122872008678.1	HOT02-0070M	endopeptidase La||Endopeptidase La	RF|YP_527084.1|90021257|NC_007912||PRIAM	GO:0019538||GO:0016887	PF00004||PF00004	3.4.21.53	PRIAM	PF00004||PF07728	203122	6.29877E-116	0.804	0.992
JCVI_PEP_1122872008694.1	HOT02-0070M	Acyl-CoA dehydrogenase, C-terminal domain||Isovaleryl-CoA dehydrogenase	PF08028||PRIAM	GO:0009395||GO:0009062||GO:0003995	PF00441||PF00441||PF00441	1.3.99.10	PRIAM	PF00441||PF02770||PF08028	28450	1.50414E-74	0.6413	0.898
JCVI_PEP_1122872008704.1	HOT02-0070M	iron-containing alcohol dehydrogenase	RF|YP_571526.1|91978867|NC_007958						258594	7.9651E-21	0.6538	0.804
JCVI_PEP_1122872008706.1	HOT02-0070M	2-oxo-3-deoxygalactonate kinase||2-dehydro-3-deoxygalactonokinase	RF|YP_243560.1|66768798|NC_007086||PRIAM			2.7.1.58	PRIAM		340	1.69271E-28	0.4318	0.883
JCVI_PEP_1122872008720.1	HOT02-0070M	hypothetical protein	RF|YP_214353.1|61805993|NC_006883						268746	6.4836E-31	0.5345	0.966
JCVI_PEP_1122872008724.1	HOT02-0070M	hypothetical protein	RF|YP_214354.1|61805994|NC_006883						268746	1.21583E-45	0.7479	0.922
JCVI_PEP_1122872008742.1	HOT02-0070M	major facilitator superfamily MFS_1	RF|YP_426744.1|83592992|NC_007643						269796	1.00757E-18	0.3354	0.854
JCVI_PEP_1122872008754.1	HOT02-0070M	putative pyruvate dehydrogenase E1 beta subunit||Pyruvate dehydrogenase (acetyl-transferring)	RF|NP_891237.1|33603677|NC_002927||PRIAM	GO:0005488	PF02779	1.2.4.1	PRIAM	PF02779	257310	6.78233E-33	0.3678	0.94
JCVI_PEP_1122872008760.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008778.1	HOT02-0070M	hypothetical protein	RF|YP_001847402.1|184159063|NC_010611						266779	2.15257E-20	0.4639	0.494
JCVI_PEP_1122872008780.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008792.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008796.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008808.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008810.1	HOT02-0070M	hypothetical protein	RF|NP_772241.1|27380712|NC_004463						224911	6.72029E-28	0.5644	0.952
JCVI_PEP_1122872008828.1	HOT02-0070M	membrane protein	TMHMM
JCVI_PEP_1122872008840.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008852.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008864.1	HOT02-0070M	sodium-driven multidrug efflux pump protein	RF|YP_183387.1|57640909|NC_006624					PF01554	69014	5.62005E-32	0.2964	0.996
JCVI_PEP_1122872008868.1	HOT02-0070M	protein of unknown function , YeeE/YedE	RF|YP_001167971.1|146277812|NC_009428						349102	6.72946E-24	0.4476	0.748
JCVI_PEP_1122872008888.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008892.1	HOT02-0070M	aminotransferase class-III||Adenosylmethionine--8-amino-7-oxononanoate transaminase	RF|YP_001753541.1|170747281|NC_010505||PRIAM			2.6.1.62	PRIAM		426355	2.15352E-32	0.4808	0.981
JCVI_PEP_1122872008898.1	HOT02-0070M	acyl-CoA dehydrogenase||Isovaleryl-CoA dehydrogenase	RF|YP_435088.1|83646653|NC_007645||PRIAM	GO:0009395||GO:0009062||GO:0003995	PF02771||PF02771||PF02771	1.3.99.10	PRIAM	PF02771	349521	5.66022E-35	0.6239	0.838
JCVI_PEP_1122872008912.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008930.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008938.1	HOT02-0070M	homoserine O-acetyltransferase||Homoserine O-acetyltransferase	RF|YP_001432145.1|156742016|NC_009767||PRIAM			2.3.1.31	PRIAM		383372	5.69834E-19	0.4434	0.946
JCVI_PEP_1122872008946.1	HOT02-0070M	Shy9||Homoserine O-acetyltransferase	GB|AAP21656.1|30267724|AY260760||PRIAM			2.3.1.31	PRIAM		228732	2.38168E-25	0.471	0.992
JCVI_PEP_1122872008964.1	HOT02-0070M	Biotin-requiring enzyme||Methylcrotonyl-CoA carboxylase	PF00364||PRIAM			6.4.1.4	PRIAM	PF00364	342108	6.9083E-20	0.2749	0.934
JCVI_PEP_1122872008966.1	HOT02-0070M	pyruvate carboxyltransferase||Hydroxymethylglutaryl-CoA lyase	RF|YP_001856404.1|186474934|NC_010622||PRIAM			4.1.3.4	PRIAM		391038	5.01381E-15	0.7358	0.716
JCVI_PEP_1122872008970.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872008976.1	HOT02-0070M	hypothetical protein	RF|YP_174515.1|56962789|NC_006582						66692	2.76366E-30	0.386	0.988
JCVI_PEP_1122872008986.1	HOT02-0070M	methyl-accepting-chemotaxis-protein	GB|AAG37852.1|11545452|AF298190	GO:0007165||GO:0006935||GO:0004871||GO:0005737	PF00015||PF00015||PF00015||PF00015			PF00015	382	7.24259E-49	0.4102	0.96
JCVI_PEP_1122872009010.1	HOT02-0070M	ferric iron ABC transporter, permease protein	RF|YP_168484.1|56698112|NC_003911						246200	2.74959E-13	0.9268	0.518
JCVI_PEP_1122872009020.1	HOT02-0070M	Cysteine-rich domain||CoB--CoM heterodisulfide reductase	PF02754||PRIAM			1.8.98.1	PRIAM	PF02754	319225	2.10341E-34	0.3397	0.925
JCVI_PEP_1122872009022.1	HOT02-0070M	hypothetical protein	RF|YP_214629.1|61806270|NC_006884						268747	3.83517E-10	0.5517	0.791
JCVI_PEP_1122872009024.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009026.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009032.1	HOT02-0070M	non ribosomal peptide synthetase for virginiamycin S||Phenylalanine racemase (ATP-hydrolyzing)	GB|BAF50711.1|134287107|AB283030||PRIAM			5.1.1.11	PRIAM	PF00668	1961	9.72019E-36	0.3871	0.835
JCVI_PEP_1122872009042.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009050.1	HOT02-0070M	hypothetical protein	RF|YP_034096.1|49476055|NC_005956						283166	6.33159E-10	0.4022	0.977
JCVI_PEP_1122872009054.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009068.1	HOT02-0070M	alpha/beta hydrolase fold	RF|YP_001264693.1|148557111|NC_009511						392499	6.14767E-25	0.3916	0.947
JCVI_PEP_1122872009072.1	HOT02-0070M	extracellular ligand-binding receptor	RF|YP_001532208.1|159043414|NC_009952						398580	2.09464E-21	0.5294	0.97
JCVI_PEP_1122872009074.1	HOT02-0070M	hypothetical protein	RF|YP_118836.1|54024594|NC_006361						247156	1.31593E-18	0.3803	0.762
JCVI_PEP_1122872009082.1	HOT02-0070M	hypothetical protein	RF|NP_901782.1|34497567|NC_005085						243365	1.89786E-6	0.4444	0.675
JCVI_PEP_1122872009084.1	HOT02-0070M	hypothetical protein	RF|YP_214634.1|61806275|NC_006884						268747	1.84364E-17	0.7018	1
JCVI_PEP_1122872009086.1	HOT02-0070M	hypothetical protein	RF|YP_214328.1|61805968|NC_006883						268746	8.0166E-13	0.6226	0.803
JCVI_PEP_1122872009106.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009138.1	HOT02-0070M	FAD binding domain in molybdopterin dehydrogenase||Carbon-monoxide dehydrogenase (acceptor)	PF00941||PRIAM	GO:0050660||GO:0016491	PF00941||PF00941	1.2.99.2	PRIAM	PF00941	266835	7.13957E-30	0.4928	0.604
JCVI_PEP_1122872009144.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009150.1	HOT02-0070M	eRF1 domain 3	PF03465					PF03465	269797	1.46736E-14	0.2727	0.674
JCVI_PEP_1122872009190.1	HOT02-0070M	nucleotidyl transferase||Mannose-1-phosphate guanylyltransferase	PF00483||PRIAM	GO:0009058||GO:0016779	PF00483||PF00483	2.7.7.13	PRIAM	PF00483	292415	6.22079E-71	0.5136	0.88
JCVI_PEP_1122872009198.1	HOT02-0070M	DNA processing protein DprA, putative	RF|YP_497075.1|87199818|NC_007794						279238	9.74897E-19	0.5977	0.988
JCVI_PEP_1122872009204.1	HOT02-0070M	DNA protecting protein DprA	RF|YP_001264308.1|148556726|NC_009511						392499	6.10496E-21	0.5909	1
JCVI_PEP_1122872009216.1	HOT02-0070M	hypothetical protein	RF|XP_001354132.1|125980214|XM_001354096||PRIAM			3.4.24.56	PRIAM		7237	3.69183E-25	0.3056	0.877
JCVI_PEP_1122872009226.1	HOT02-0070M	RNA methyltransferase, TrmH family	PF00588	GO:0008173||GO:0009451	PF00588||PF00588			PF00588	400673	9.71858E-27	0.6522	0.989
JCVI_PEP_1122872009240.1	HOT02-0070M	acyl-CoA dehydrogenase domain protein||Isovaleryl-CoA dehydrogenase	RF|YP_001133707.1|145223029|NC_009338||PRIAM	GO:0009395||GO:0009062||GO:0003995	PF02770||PF02770||PF02770	1.3.99.10	PRIAM	PF02770||PF02771	350054	6.78844E-76	0.5101	0.983
JCVI_PEP_1122872009244.1	HOT02-0070M	Lon protease (S16) C-terminal proteolytic domain||Endopeptidase La	PF05362||PRIAM			3.4.21.53	PRIAM	PF05362	279010	4.48331E-32	0.6804	0.729
JCVI_PEP_1122872009246.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009250.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009254.1	HOT02-0070M	hypothetical protein	RF|YP_458476.1|85374414|NC_007722						314225	2.64729E-16	0.4421	0.939
JCVI_PEP_1122872009264.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009272.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009288.1	HOT02-0070M	hypothetical protein	CAMERA
JCVI_PEP_1122872009306.1	HOT02-0070M	Alanine dehydrogenase/pyridine nucleotide transhydrogenase||Alanine dehydrogenase	PF01262||PRIAM	GO:0055114||GO:0016491	PF01262||PF01262	1.4.1.1	PRIAM	PF01262||PF05222	246194	6.86974E-76	0.5924	0.785
